OrderID,Region,Product,Category,Date,Quantity,UnitPrice,TotalPrice,PaymentMethod,TransactionCode
ORD0494,  ,MILK,Dairy,25-01-2023,16,874,13984, TRANSFER ,ABJ-2023-INV
ORD0561,lagos,MILK, Dairy ,28-02-2023,2,2406,4812,POS,LAG-2023-INV
ORD0817,Abuja, rice ,Food,25-02-2023,17,2849,48433, pos ,ABJ-2023-SLS
ORD0592,port harcourt, Milk ,Dairy,22-12-2023,15,4514,67710, transfer ,PHC-2023-RET
ORD0256,KANO, oil ,food,03-03-2023,14,3912,54768, CASH ,KAN-2023-RET
ORD0843,port harcourt,SUGAR, food ,10-09-2023,20,4859,97180,Transfer,PHC-2023-RET
ORD0526, port harcourt , OIL , Food ,09-10-2023,9,1469,13221, CASH ,PHC-2023-SLS
ORD0527, kano , MILK , DAIRY ,23-09-2023,20,4543,90860,TRANSFER,KAN-2023-INV
ORD0053, Lagos , Beans ,food,16-02-2023,13,3496,45448,transfer,LAG-2023-INV
ORD0578,KANO, Bread ,bakery,18-08-2023,2,3027,6054,transfer,KAN-2023-INV
ORD0606, LAGOS , rice , food ,11-08-2023,7,2973,20811,cash,LAG-2023-SLS
ORD0653,Abuja,MILK,dairy,28-04-2023,12,4919,59028, pos ,ABJ-2023-RET
ORD0084,ABUJA,milk, DAIRY ,07-07-2023,5,4837,24185, Transfer ,ABJ-2023-SLS
ORD0767, Abuja ,BEANS,FOOD,09-09-2023,6,3701,22206,cash,ABJ-2023-SLS
ORD0804,Lagos,BREAD, bakery ,12-02-2023,19,1164,22116, pos ,LAG-2023-INV
ORD0495, ABUJA , Milk ,Dairy,28-10-2023,5,694,3470, Transfer ,ABJ-2023-SLS
ORD0853, kano , Beans , food ,05-06-2023,17,1555,26435,pos,KAN-2023-INV
ORD0068, Lagos , bread ,Bakery,16-10-2023,16,4300,68800, pos ,LAG-2023-SLS
ORD0484,KANO,,Food,14-03-2023,17,3902,66334, CASH ,KAN-2023-INV
ORD0857, abuja , rice ,Food,01-08-2023,17,2504,42568,transfer,ABJ-2023-SLS
ORD0807,  , BREAD ,bakery,08-06-2023,2,3499,6998,cash,KAN-2023-RET
ORD0196, PORT HARCOURT ,rice,food,07-04-2023,9,2104,18936,cash,PHC-2023-SLS
ORD0165, KANO ,Sugar, food ,18-04-2023,1,2672,2672, cash ,KAN-2023-RET
ORD0450,PORT HARCOURT, Bread ,Bakery,30-05-2023,7,4555,31885, POS ,PHC-2023-SLS
ORD0384, abuja ,oil,Food,01-07-2023,9,4657,41913, Cash ,ABJ-2023-INV
ORD0820, lagos ,rice, food ,11-05-2023,6,2290,13740,transfer,LAG-2023-SLS
ORD0193,LAGOS,milk, DAIRY ,26-03-2023,16,4561,72976, cash ,LAG-2023-SLS
ORD0488, LAGOS ,SUGAR, food ,27-09-2023,3,3955,11865,POS,LAG-2023-RET
ORD0071,Kano, rice ,Food,13-10-2023,11,1274,14014,pos,KAN-2023-SLS
ORD0481, Port Harcourt , RICE , Food ,24-08-2023,16,1986,31776, CASH ,PHC-2023-INV
ORD0823,Port Harcourt,milk,DAIRY,03-12-2023,19,3579,68001,Transfer,PHC-2023-RET
ORD0467, port harcourt ,OIL, FOOD ,24-02-2023,10,3399,33990,cash,PHC-2023-SLS
ORD0246,Port Harcourt,bread, Bakery ,10-07-2023,20,1769,35380,CASH,PHC-2023-INV
ORD0729,Port Harcourt, oil ,Food,08-08-2023,7,2988,20916,pos,PHC-2023-RET
ORD0650,ABUJA,beans, food ,15-06-2023,6,3750,22500,Cash,ABJ-2023-RET
ORD0247,KANO, sugar , food ,19-12-2023,7,674,4718,Transfer,KAN-2023-SLS
ORD0808,Lagos,beans,Food,18-05-2023,3,997,2991, Cash ,LAG-2023-INV
ORD0115,  ,sugar, FOOD ,13-06-2023,4,4346,17384,CASH,PHC-2023-SLS
ORD0241,Lagos,bread,bakery,23-04-2023,13,3599,46787, TRANSFER ,LAG-2023-INV
ORD0701, abuja ,Beans,Food,27-04-2023,6,3132,18792,CASH,ABJ-2023-SLS
ORD0080, PORT HARCOURT , BREAD ,bakery,11-03-2023,16,1993,31888,cash,PHC-2023-RET
ORD0371,Abuja,Beans, food ,21-12-2023,16,4269,68304, TRANSFER ,ABJ-2023-RET
ORD0271, Kano ,MILK,dairy,16-03-2023,5,1828,9140, CASH ,KAN-2023-RET
ORD0706, Kano , RICE ,FOOD,28-12-2023,3,3148,9444, transfer ,KAN-2023-RET
ORD0533,PORT HARCOURT, Oil , FOOD ,22-01-2023,10,2061,20610,pos,PHC-2023-RET
ORD0814,ABUJA, milk , DAIRY ,31-10-2023,7,2475,17325,CASH,ABJ-2023-RET
ORD0051, Lagos ,MILK,DAIRY,22-11-2023,12,2294,27528, CASH ,LAG-2023-RET
ORD0098,Port Harcourt,beans, Food ,13-10-2023,8,2785,22280,transfer,PHC-2023-INV
ORD0399, ABUJA ,oil, food ,16-02-2023,12,2068,24816,pos,ABJ-2023-RET
ORD0425,lagos, oil , FOOD ,25-08-2023,15,4471,67065, cash ,LAG-2023-INV
ORD0331,kano, Oil , Food ,21-09-2023,17,1129,19193, Cash ,KAN-2023-RET
ORD0263,kano,Rice,food,16-01-2023,9,3671,33039,pos,KAN-2023-SLS
ORD0872, kano , RICE , Food ,15-08-2023,6,1003,6018,POS,KAN-2023-RET
ORD0479,KANO,BREAD, bakery ,16-06-2023,20,3523,70460, cash ,KAN-2023-RET
ORD0275,KANO, Sugar ,FOOD,13-05-2023,20,3092,61840, POS ,KAN-2023-RET
ORD0806,port harcourt, RICE , food ,02-01-2023,2,900,1800,pos,PHC-2023-SLS
ORD0497, LAGOS , oil , food ,13-09-2023,18,1214,21852,CASH,LAG-2023-SLS
ORD0755, kano , milk , dairy ,15-09-2023,14,1867,26138, TRANSFER ,KAN-2023-INV
ORD0330, PORT HARCOURT , Oil , FOOD ,11-07-2023,16,1479,23664, POS ,PHC-2023-RET
ORD0124,kano, sugar , FOOD ,31-07-2023,1,2890,2890, TRANSFER ,KAN-2023-INV
ORD0580,ABUJA, MILK ,DAIRY,23-07-2023,4,4608,18432,transfer,ABJ-2023-INV
ORD0474, LAGOS ,oil,FOOD,29-10-2023,12,3460,41520, POS ,LAG-2023-RET
ORD0435,abuja,oil,FOOD,20-03-2023,20,4900,98000,POS,ABJ-2023-RET
ORD0736, lagos ,bread, Bakery ,10-07-2023,13,591,7683, cash ,LAG-2023-RET
ORD0523, Lagos ,milk, Dairy ,24-05-2023,16,4514,72224,transfer,LAG-2023-RET
ORD0283,port harcourt, Bread ,Bakery,16-07-2023,2,1367,2734,Cash,PHC-2023-INV
ORD0445, port harcourt ,OIL, Food ,31-12-2023,20,2098,41960, Cash ,PHC-2023-RET
ORD0163,port harcourt, BREAD ,bakery,31-03-2023,16,3099,49584, POS ,PHC-2023-RET
ORD0560, kano ,SUGAR,FOOD,29-07-2023,18,2284,41112,CASH,KAN-2023-RET
ORD0641,  ,OIL, Food ,14-01-2023,6,1326,7956,POS,LAG-2023-RET
ORD0531,Kano,SUGAR,food,04-06-2023,1,3388,3388, POS ,KAN-2023-SLS
ORD0034, KANO ,SUGAR, food ,30-06-2023,18,3209,57762,POS,KAN-2023-SLS
ORD0353,LAGOS,oil, Food ,08-06-2023,18,3651,65718,POS,LAG-2023-RET
ORD0787,kano, Bread , bakery ,01-01-2023,20,4576,91520, CASH ,KAN-2023-SLS
ORD0626,  , BREAD ,Bakery,04-09-2023,6,4802,28812,cash,PHC-2023-SLS
ORD0720,lagos, RICE , FOOD ,21-04-2023,2,3515,7030,POS,LAG-2023-INV
ORD0833,LAGOS,beans,food,15-02-2023,15,2401,36015, Cash ,LAG-2023-SLS
ORD0028,abuja,RICE, Food ,25-08-2023,14,1611,22554,cash,ABJ-2023-INV
ORD0788, port harcourt , BEANS ,Food,27-02-2023,7,2765,19355,pos,PHC-2023-INV
ORD0135,Lagos, OIL , Food ,26-04-2023,2,2751,5502,pos,LAG-2023-SLS
ORD0654, PORT HARCOURT , Oil , food ,04-08-2023,13,4774,62062, transfer ,PHC-2023-SLS
ORD0016,Lagos,oil,FOOD,11-10-2023,4,1376,5504, cash ,LAG-2023-SLS
ORD0746,Kano,  ,food,15-04-2023,6,3639,21834, POS ,KAN-2023-RET
ORD0599, kano ,,food,20-11-2023,17,4183,71111,POS,KAN-2023-INV
ORD0663,Port Harcourt,Oil, Food ,05-07-2023,11,4086,44946,CASH,PHC-2023-INV
ORD0143, lagos , Rice ,FOOD,09-11-2023,17,569,9673,pos,LAG-2023-INV
ORD0089,KANO,milk, Dairy ,11-02-2023,2,732,1464,CASH,KAN-2023-RET
ORD0678,  , BREAD , Bakery ,02-04-2023,17,4792,81464, POS ,PHC-2023-SLS
ORD0218,PORT HARCOURT, RICE ,FOOD,07-03-2023,8,853,6824, pos ,PHC-2023-RET
ORD0749, Lagos , sugar , Food ,13-01-2023,20,4347,86940, POS ,LAG-2023-RET
ORD0471, Lagos , Beans , Food ,15-05-2023,9,1442,12978, POS ,LAG-2023-INV
ORD0458,lagos,OIL, FOOD ,05-11-2023,7,1599,11193,POS,LAG-2023-INV
ORD0259, LAGOS ,  ,FOOD,16-11-2023,20,4122,82440,Cash,LAG-2023-SLS
ORD0243,Port Harcourt,BEANS, FOOD ,09-06-2023,11,3942,43362,TRANSFER,PHC-2023-SLS
ORD0226, Lagos ,, dairy ,04-07-2023,6,795,4770,CASH,LAG-2023-RET
ORD0203, lagos , rice , FOOD ,02-11-2023,5,3142,15710,cash,LAG-2023-RET
ORD0537, port harcourt ,rice,FOOD,15-08-2023,5,4813,24065, POS ,PHC-2023-SLS
ORD0036, KANO ,sugar,FOOD,24-06-2023,16,4108,65728, cash ,KAN-2023-INV
ORD0501,  , RICE , FOOD ,31-08-2023,12,4023,48276, cash ,PHC-2023-INV
ORD0054, abuja , bread ,Bakery,29-11-2023,15,2975,44625, Transfer ,ABJ-2023-INV
ORD0380,Port Harcourt,Oil,Food,29-09-2023,8,1741,13928, transfer ,PHC-2023-INV
ORD0325,port harcourt,RICE, Food ,07-06-2023,5,1457,7285,CASH,PHC-2023-SLS
ORD0359, lagos , RICE ,Food,01-05-2023,10,2644,26440, POS ,LAG-2023-SLS
ORD0019,lagos, OIL , FOOD ,15-07-2023,6,1385,8310, Cash ,LAG-2023-SLS
ORD0416,Kano, Beans ,Food,06-10-2023,20,1629,32580,transfer,KAN-2023-INV
ORD0478,kano, oil ,food,29-12-2023,8,2927,23416, transfer ,KAN-2023-RET
ORD0648, PORT HARCOURT , SUGAR , food ,06-03-2023,19,2107,40033,CASH,PHC-2023-RET
ORD0770, KANO , bread , Bakery ,02-12-2023,7,4376,30632, cash ,KAN-2023-SLS
ORD0443, KANO ,Rice, FOOD ,24-12-2023,1,4243,4243,Transfer,KAN-2023-RET
ORD0695, Port Harcourt , rice , food ,28-03-2023,20,3922,78440,TRANSFER,PHC-2023-SLS
ORD0137,port harcourt,BEANS,food,16-04-2023,20,1640,32800,cash,PHC-2023-INV
ORD0470,, beans , food ,11-01-2023,4,1383,5532,Cash,PHC-2023-INV
ORD0294, Abuja , bread , BAKERY ,16-10-2023,20,2990,59800,transfer,ABJ-2023-INV
ORD0534,kano, MILK , DAIRY ,05-06-2023,18,1832,32976, transfer ,KAN-2023-SLS
ORD0769, LAGOS ,Rice, food ,28-10-2023,3,981,2943,Cash,LAG-2023-INV
ORD0684, Lagos ,, food ,03-12-2023,7,3251,22757,pos,LAG-2023-SLS
ORD0118, Abuja , rice , food ,02-10-2023,17,2750,46750,transfer,ABJ-2023-INV
ORD0312, port harcourt , Milk , DAIRY ,03-08-2023,19,3170,60230, Cash ,PHC-2023-RET
ORD0871, kano , milk , dairy ,07-07-2023,11,4920,54120,transfer,KAN-2023-SLS
ORD0747, abuja ,BEANS, Food ,24-10-2023,10,4065,40650,pos,ABJ-2023-SLS
ORD0608, Port Harcourt ,Bread,BAKERY,06-07-2023,11,4882,53702, cash ,PHC-2023-INV
ORD0542, KANO , bread , bakery ,08-07-2023,4,4538,18152,POS,KAN-2023-SLS
ORD0844,,Sugar, food ,08-07-2023,6,2445,14670,CASH,ABJ-2023-RET
ORD0776,LAGOS, sugar ,food,01-04-2023,18,3191,57438,pos,LAG-2023-RET
ORD0479,KANO,BREAD, bakery ,16-06-2023,20,3523,70460, cash ,KAN-2023-RET
ORD0022, Port Harcourt ,Bread,Bakery,27-07-2023,6,2965,17790,pos,PHC-2023-INV
ORD0127,Lagos,bread,BAKERY,25-08-2023,18,720,12960, POS ,LAG-2023-INV
ORD0199,lagos,bread,bakery,05-10-2023,6,4627,27762, pos ,LAG-2023-RET
ORD0442, lagos ,Milk, Dairy ,05-11-2023,1,3577,3577, POS ,LAG-2023-SLS
ORD0311,port harcourt,sugar,food,10-12-2023,6,1808,10848,cash,PHC-2023-INV
ORD0035, KANO , RICE ,Food,27-04-2023,7,2926,20482, TRANSFER ,KAN-2023-INV
ORD0568, Port Harcourt ,bread,Bakery,31-12-2023,18,2477,44586,transfer,PHC-2023-INV
ORD0032,port harcourt, sugar , food ,15-06-2023,14,2698,37772,CASH,PHC-2023-INV
ORD0723, lagos , bread , bakery ,29-11-2023,15,515,7725,CASH,LAG-2023-RET
ORD0652,LAGOS, oil , Food ,12-08-2023,10,4207,42070,pos,LAG-2023-INV
ORD0549, lagos , rice ,food,19-06-2023,20,4928,98560,cash,LAG-2023-INV
ORD0460,ABUJA,oil, FOOD ,26-02-2023,4,4853,19412,pos,ABJ-2023-RET
ORD0711,  , Bread , bakery ,14-05-2023,1,2942,2942, Cash ,PHC-2023-INV
ORD0244,,rice,food,17-07-2023,4,2539,10156,TRANSFER,PHC-2023-INV
ORD0038, LAGOS , Beans ,Food,22-03-2023,18,1114,20052,Cash,LAG-2023-SLS
ORD0766, Abuja , SUGAR ,FOOD,10-03-2023,6,767,4602, TRANSFER ,ABJ-2023-SLS
ORD0430,lagos,OIL,food,08-12-2023,6,3104,18624,transfer,LAG-2023-INV
ORD0518,lagos, RICE , food ,08-11-2023,18,2777,49986, POS ,LAG-2023-INV
ORD0195, kano ,Milk,dairy,03-12-2023,20,4375,87500,Transfer,KAN-2023-RET
ORD0816,abuja,Beans,food,30-08-2023,13,3234,42042, POS ,ABJ-2023-RET
ORD0285,KANO, sugar , Food ,03-02-2023,16,747,11952,Transfer,KAN-2023-INV
ORD0750,Kano, Oil ,food,28-03-2023,16,1795,28720, CASH ,KAN-2023-RET
ORD0099, Port Harcourt ,oil, FOOD ,22-01-2023,5,2879,14395, transfer ,PHC-2023-RET
ORD0602,KANO, sugar ,food,21-01-2023,13,2959,38467,Cash,KAN-2023-RET
ORD0506,Lagos, MILK , dairy ,26-05-2023,14,3625,50750,pos,LAG-2023-RET
ORD0251, Port Harcourt , oil ,food,28-09-2023,2,2677,5354,CASH,PHC-2023-RET
ORD0086, lagos ,oil, FOOD ,04-03-2023,17,2336,39712, cash ,LAG-2023-INV
ORD0381,Port Harcourt,Beans,Food,21-07-2023,14,1003,14042, Cash ,PHC-2023-RET
ORD0348, port harcourt , Milk , DAIRY ,13-04-2023,2,4778,9556, Transfer ,PHC-2023-SLS
ORD0778, PORT HARCOURT , oil ,FOOD,01-10-2023,4,4599,18396,Transfer,PHC-2023-RET
ORD0331,kano, Oil , Food ,21-09-2023,17,1129,19193, Cash ,KAN-2023-RET
ORD0463,kano, sugar , FOOD ,22-05-2023,17,2849,48433, Transfer ,KAN-2023-RET
ORD0773, LAGOS ,Sugar,Food,30-10-2023,2,4226,8452, POS ,LAG-2023-SLS
ORD0125, KANO , Sugar , Food ,09-05-2023,3,3458,10374,Cash,KAN-2023-RET
ORD0106, abuja ,rice,food,14-04-2023,18,4640,83520, pos ,ABJ-2023-RET
ORD0613, Abuja ,, DAIRY ,14-12-2023,13,1984,25792,transfer,ABJ-2023-SLS
ORD0204,abuja, Oil ,food,06-12-2023,8,2247,17976,Transfer,ABJ-2023-SLS
ORD0397, kano , Bread ,Bakery,20-05-2023,9,4208,37872,Cash,KAN-2023-RET
ORD0225,kano, RICE ,FOOD,16-07-2023,20,809,16180, transfer ,KAN-2023-RET
ORD0231,kano,MILK, Dairy ,22-10-2023,11,4533,49863,Transfer,KAN-2023-SLS
ORD0044,PORT HARCOURT,milk, DAIRY ,08-04-2023,5,3642,18210,POS,PHC-2023-RET
ORD0785,kano, Beans ,Food,11-02-2023,19,2528,48032, TRANSFER ,KAN-2023-INV
ORD0376,LAGOS, MILK , dairy ,20-12-2023,7,2813,19691, POS ,LAG-2023-INV
ORD0318,abuja,RICE, FOOD ,27-08-2023,13,3494,45422,POS,ABJ-2023-INV
ORD0559,Lagos,milk, dairy ,20-10-2023,10,3265,32650, transfer ,LAG-2023-INV
ORD0252, PORT HARCOURT , bread , bakery ,12-12-2023,4,3432,13728, Transfer ,PHC-2023-RET
ORD0375,Lagos,Sugar,food,29-04-2023,12,4089,49068, pos ,LAG-2023-INV
ORD0378,abuja, bread , BAKERY ,23-08-2023,2,4086,8172,Cash,ABJ-2023-INV
ORD0392, ABUJA , OIL , FOOD ,01-08-2023,14,1978,27692, cash ,ABJ-2023-RET
ORD0315,  ,milk, dairy ,21-10-2023,8,1720,13760,cash,PHC-2023-SLS
ORD0276,abuja,  ,food,12-11-2023,4,2198,8792, TRANSFER ,ABJ-2023-SLS
ORD0395,lagos,Beans, FOOD ,28-03-2023,12,4927,59124, cash ,LAG-2023-RET
ORD0027,  , MILK ,DAIRY,07-09-2023,18,2306,41508, CASH ,PHC-2023-SLS
ORD0868, KANO , bread ,BAKERY,08-05-2023,17,4085,69445,cash,KAN-2023-RET
ORD0366, Kano ,rice,FOOD,05-11-2023,3,4982,14946, transfer ,KAN-2023-INV
ORD0079,,Sugar,food,22-11-2023,16,856,13696,transfer,ABJ-2023-SLS
ORD0727,PORT HARCOURT,Beans, Food ,28-07-2023,19,3376,64144, POS ,PHC-2023-INV
ORD0072,kano, milk , DAIRY ,07-03-2023,13,3190,41470, pos ,KAN-2023-RET
ORD0649,Kano,bread, bakery ,22-09-2023,15,4759,71385, POS ,KAN-2023-SLS
ORD0040,, sugar ,Food,10-08-2023,3,826,2478,pos,PHC-2023-SLS
ORD0700, LAGOS , BREAD , BAKERY ,29-08-2023,16,2024,32384,Transfer,LAG-2023-RET
ORD0669, port harcourt ,Beans, Food ,03-10-2023,15,3038,45570,pos,PHC-2023-RET
ORD0101,,bread,bakery,01-10-2023,19,2402,45638, pos ,ABJ-2023-RET
ORD0628, LAGOS ,Bread, bakery ,20-12-2023,8,2370,18960, POS ,LAG-2023-SLS
ORD0075,KANO, sugar , Food ,03-08-2023,17,4820,81940,cash,KAN-2023-INV
ORD0598,lagos, BREAD , bakery ,28-01-2023,5,3043,15215, TRANSFER ,LAG-2023-RET
ORD0174, PORT HARCOURT , bread ,Bakery,10-03-2023,4,2367,9468,Transfer,PHC-2023-RET
ORD0240, abuja ,  , DAIRY ,27-05-2023,5,3317,16585, transfer ,ABJ-2023-RET
ORD0334, lagos ,  , food ,20-12-2023,3,3980,11940, CASH ,LAG-2023-INV
ORD0147, lagos , beans ,food,20-07-2023,18,3176,57168,POS,LAG-2023-RET
ORD0505, Abuja , Oil ,food,04-06-2023,12,632,7584,transfer,ABJ-2023-RET
ORD0623, port harcourt , BEANS ,Food,18-06-2023,9,1295,11655, POS ,PHC-2023-RET
ORD0875,lagos, rice ,FOOD,22-05-2023,15,3765,56475, Cash ,LAG-2023-SLS
ORD0541, PORT HARCOURT , BEANS ,food,14-05-2023,8,4978,39824, pos ,PHC-2023-RET
ORD0805,kano, OIL ,food,13-02-2023,9,1804,16236,pos,KAN-2023-INV
ORD0854, LAGOS ,  , BAKERY ,12-06-2023,4,3170,12680, cash ,LAG-2023-INV
ORD0017,,bread, bakery ,15-08-2023,9,1823,16407,POS,LAG-2023-RET
ORD0025, port harcourt , beans , food ,13-05-2023,16,4186,66976, cash ,PHC-2023-RET
ORD0153,Abuja, Beans ,food,23-01-2023,9,1262,11358, CASH ,ABJ-2023-RET
ORD0709, Kano ,RICE, FOOD ,25-08-2023,17,4521,76857,pos,KAN-2023-RET
ORD0409,  , sugar , Food ,16-04-2023,11,3579,39369, transfer ,LAG-2023-INV
ORD0840,lagos,Oil,food,22-08-2023,19,3759,71421,POS,LAG-2023-INV
ORD0801, ABUJA ,milk,DAIRY,28-01-2023,4,1538,6152, cash ,ABJ-2023-RET
ORD0450,PORT HARCOURT, Bread ,Bakery,30-05-2023,7,4555,31885, POS ,PHC-2023-SLS
ORD0167,Lagos, MILK , DAIRY ,28-01-2023,14,1786,25004, Cash ,LAG-2023-SLS
ORD0521,Abuja,beans,FOOD,19-12-2023,4,3144,12576, POS ,ABJ-2023-SLS
ORD0120,, milk ,dairy,19-04-2023,2,2382,4764,POS,ABJ-2023-RET
ORD0631,lagos,Sugar,FOOD,18-09-2023,1,3114,3114,transfer,LAG-2023-SLS
ORD0643, abuja ,beans, food ,08-09-2023,7,1485,10395, POS ,ABJ-2023-RET
ORD0768,kano,rice,Food,07-12-2023,13,3274,42562, CASH ,KAN-2023-RET
ORD0344,lagos, bread , BAKERY ,19-12-2023,10,1195,11950, CASH ,LAG-2023-SLS
ORD0668, lagos , rice ,food,14-10-2023,18,4173,75114, POS ,LAG-2023-INV
ORD0066,Port Harcourt,,DAIRY,29-05-2023,13,3921,50973, cash ,PHC-2023-SLS
ORD0159,KANO,SUGAR,FOOD,26-06-2023,18,4470,80460,pos,KAN-2023-RET
ORD0090,PORT HARCOURT,Oil, Food ,19-12-2023,15,1097,16455, cash ,PHC-2023-INV
ORD0264,port harcourt,milk,dairy,01-12-2023,5,2193,10965,cash,PHC-2023-RET
ORD0830,abuja, RICE ,FOOD,28-09-2023,3,3573,10719,CASH,ABJ-2023-RET
ORD0136,LAGOS,SUGAR,FOOD,02-06-2023,4,2527,10108,Cash,LAG-2023-SLS
ORD0504,KANO,MILK, Dairy ,06-03-2023,1,4190,4190, POS ,KAN-2023-SLS
ORD0170, lagos , Milk ,dairy,25-09-2023,2,3671,7342,transfer,LAG-2023-RET
ORD0643, abuja ,beans, food ,08-09-2023,7,1485,10395, POS ,ABJ-2023-RET
ORD0759,port harcourt,Sugar,food,08-12-2023,17,796,13532,POS,PHC-2023-RET
ORD0420,port harcourt, oil , food ,30-05-2023,7,2409,16863, POS ,PHC-2023-RET
ORD0499,abuja, bread , Bakery ,21-03-2023,8,565,4520, CASH ,ABJ-2023-SLS
ORD0769, LAGOS ,Rice, food ,28-10-2023,3,981,2943,Cash,LAG-2023-INV
ORD0284, port harcourt ,MILK, Dairy ,24-12-2023,5,1261,6305,Transfer,PHC-2023-INV
ORD0730, KANO ,BREAD, bakery ,14-07-2023,16,723,11568, Cash ,KAN-2023-SLS
ORD0050,PORT HARCOURT,rice,Food,20-10-2023,8,3624,28992,Transfer,PHC-2023-RET
ORD0852,Port Harcourt,SUGAR, food ,24-05-2023,18,4122,74196,Transfer,PHC-2023-INV
ORD0355, kano ,Milk, DAIRY ,04-08-2023,3,3382,10146, pos ,KAN-2023-RET
ORD0441, ABUJA , Bread ,BAKERY,31-05-2023,6,1153,6918, Cash ,ABJ-2023-SLS
ORD0827, lagos ,sugar, FOOD ,06-10-2023,19,3438,65322,POS,LAG-2023-INV
ORD0351, Kano , sugar , food ,04-11-2023,3,2450,7350, cash ,KAN-2023-SLS
ORD0491,  ,Bread,Bakery,26-02-2023,1,2849,2849, Cash ,PHC-2023-INV
ORD0584,port harcourt, Milk ,DAIRY,31-01-2023,19,2404,45676,transfer,PHC-2023-SLS
ORD0551,abuja, OIL , FOOD ,03-11-2023,3,3909,11727,POS,ABJ-2023-RET
ORD0209,,Oil,food,11-10-2023,12,591,7092, pos ,LAG-2023-INV
ORD0583,abuja, sugar , food ,23-07-2023,8,703,5624,CASH,ABJ-2023-SLS
ORD0545,Lagos,BEANS,food,13-09-2023,4,1370,5480, pos ,LAG-2023-SLS
ORD0686, Port Harcourt ,milk,DAIRY,18-12-2023,13,2813,36569,pos,PHC-2023-SLS
ORD0151, lagos ,beans, food ,25-07-2023,17,876,14892,Cash,LAG-2023-SLS
ORD0078, port harcourt , rice , food ,02-11-2023,4,4594,18376,pos,PHC-2023-INV
ORD0696,PORT HARCOURT, bread , Bakery ,10-10-2023,3,3227,9681,cash,PHC-2023-INV
ORD0169,PORT HARCOURT,,FOOD,09-07-2023,12,3624,43488,cash,PHC-2023-SLS
ORD0270,ABUJA,Oil,FOOD,05-03-2023,11,1843,20273, CASH ,ABJ-2023-INV
ORD0419,port harcourt, SUGAR ,food,02-02-2023,7,3700,25900, pos ,PHC-2023-SLS
ORD0151, lagos ,beans, food ,25-07-2023,17,876,14892,Cash,LAG-2023-SLS
ORD0457, lagos ,Sugar,food,03-06-2023,1,2534,2534, cash ,LAG-2023-RET
ORD0280,Lagos,BEANS,Food,26-09-2023,11,4460,49060,TRANSFER,LAG-2023-SLS
ORD0014,lagos, milk ,dairy,14-11-2023,20,825,16500,cash,LAG-2023-SLS
ORD0858,Kano, Milk ,dairy,11-03-2023,9,4463,40167, transfer ,KAN-2023-INV
ORD0799, KANO , Rice ,Food,17-12-2023,18,1934,34812,Transfer,KAN-2023-INV
ORD0178, kano ,Sugar,Food,24-08-2023,13,3356,43628, TRANSFER ,KAN-2023-INV
ORD0725,,oil,FOOD,19-08-2023,12,4322,51864,POS,LAG-2023-RET
ORD0201, Port Harcourt , beans ,Food,21-12-2023,17,2856,48552,POS,PHC-2023-INV
ORD0131,lagos,milk,DAIRY,19-06-2023,6,1811,10866, POS ,LAG-2023-SLS
ORD0239,port harcourt,beans, food ,30-10-2023,18,1950,35100, POS ,PHC-2023-SLS
ORD0493, kano ,bread,bakery,19-05-2023,14,2095,29330, cash ,KAN-2023-INV
ORD0703,abuja, milk ,dairy,19-08-2023,9,3113,28017,Transfer,ABJ-2023-RET
ORD0143, lagos , Rice ,FOOD,09-11-2023,17,569,9673,pos,LAG-2023-INV
ORD0777, lagos ,BREAD,bakery,19-02-2023,6,3460,20760, transfer ,LAG-2023-SLS
ORD0790, ABUJA ,bread, BAKERY ,29-05-2023,15,4794,71910, cash ,ABJ-2023-SLS
ORD0016,Lagos,oil,FOOD,11-10-2023,4,1376,5504, cash ,LAG-2023-SLS
ORD0007, Port Harcourt ,rice, food ,02-04-2023,9,4600,41400,POS,PHC-2023-INV
ORD0062,KANO, rice , food ,08-08-2023,9,2352,21168,POS,KAN-2023-RET
ORD0398,port harcourt,Milk, dairy ,03-10-2023,3,1135,3405, CASH ,PHC-2023-RET
ORD0721,lagos,RICE, Food ,31-03-2023,1,4403,4403,CASH,LAG-2023-INV
ORD0547,LAGOS, sugar , food ,14-02-2023,17,2075,35275,POS,LAG-2023-INV
ORD0258, LAGOS , sugar , food ,15-10-2023,13,2106,27378,POS,LAG-2023-RET
ORD0516, Kano , Oil ,Food,07-11-2023,20,1381,27620, transfer ,KAN-2023-SLS
ORD0827, lagos ,sugar, FOOD ,06-10-2023,19,3438,65322,POS,LAG-2023-INV
ORD0095,port harcourt,Bread,BAKERY,01-09-2023,19,2955,56145, cash ,PHC-2023-SLS
ORD0795,port harcourt,Bread,BAKERY,20-04-2023,5,2308,11540, cash ,PHC-2023-SLS
ORD0288,ABUJA,BEANS,Food,30-09-2023,5,4210,21050,Transfer,ABJ-2023-SLS
ORD0492, LAGOS ,oil, food ,13-07-2023,3,4772,14316, Cash ,LAG-2023-RET
ORD0670, Abuja ,MILK, dairy ,31-07-2023,3,4839,14517,pos,ABJ-2023-INV
ORD0107,Kano,BREAD, bakery ,11-05-2023,1,3743,3743, CASH ,KAN-2023-RET
ORD0752,PORT HARCOURT,Beans,food,11-04-2023,8,640,5120,POS,PHC-2023-RET
